ListingKey	APN	BuildersName	City	State	StreetName	StreetNumber	TotalExpenses	YearBuilt	ListPrice	MLnumber	AccessibilityFeatures	Acres	AdNumber	Appliances	AppliancesYN	Area	Assessments	AssessmentsYN	Association	AssociationDues1	AssociationDues1Frequency	AssociationDues2	AssociationDues2Frequency	AssociationName1	AssociationYN	AttachedStructure	BuildersTractCode	BuildersTractName	Caprate	CDOM	CDOMResetYN	COLA_Board	COLA_FirstName	COLA_LastName	COLA_PublicID	COLA_StateLicenseNumber	COLO_Code	COLO_Name	CommonWalls	CommunityFeatures	ContactOrder1	ContactOrder2	ContactOrder3	ContactOrder4	ContactOrder5	ContactOrder6	Cooling	CoolingYN	COSA_FirstName	COSA_LastName	COSA_PublicID	COSA_StateLicenseNumber	COSO_Code	COSO_Name	Country	County	CrossStreets	DateClosedSale	DateCmaStatus	DateListingContract	DeletedYN	DirectionFaces	Directions	Disclosures	DocumentNumber	DOM	DoorFeatures	Elevation	EntryLevel	EntryLocation	ExteriorFeatures	FenceYN	Fencing	Fireplace	FireplaceYN	Floor	Foundation	GreenBuildingCertification	GreenCertificationRating	GreenCertifyingBody	GreenEnergyEfficient	GreenEnergyGeneration	GreenIndoorAirQuality	GreenLocation	GreenSustainability	GreenWalkScore	GreenWaterConservation	GreenYearCertified	GrossMultiplier	GrossOperatingIncome	GrossScheduledIncome	Heating	HeatingYN	InteriorFeatures	InternetSendAddressYN	InternetSendListingYN	LA_Board	LA_FirstName	LA_LastName	LA_Publicid	LA_StateLicenseNumber	LandFeeLease	LastChangeType	Laundry	LaundryYN	ListPriceExcludes	ListPriceIncludes	ListPriceLow	LO_Code	LO_Name	LotDimensions	LotFeatures	LotSquareFootage	MLSID	ModelName	MonthlyGrossIncome	NetOperatingIncome	NumberElectricMeters	NumberGarageSpaces	NumberGasMeters	NumberUncoveredSpaces	NumberUnits	NumberWaterMeters	OperatingExpense	OtherStructures	Parking	ParkingSpacesTotal	ParkingYN	Piccount	Pool	PoolYN	PostalCode	PostalCodePlus4	PreviousPrice	PreviousStatus	PricePerSqft	PricePerUnit	PropertyDescription	Roofing	Rooms	SA_FirstName	SA_LastName	SA_PublicID	SA_StateLicenseNumber	SaleType	SecurityExpense	SecurityFeatures	SellingPrice	SeniorYN	Sewer	SO_Code	SO_Name	SourceKey	SourceTimestampModified	Spa	SpaYN	SqFtSourceLot	SquareFootageBuilding	Status	Stories	StoriesTotal	StreetDirection	StreetDirectionSuffix	StreetNumberModifier	StreetSuffix	StreetSuffixModifier	StructuralCondition	Style	ThomasGuide	TimestampModified	TimestampOffMarket	TimestampPhotoModified	TimestampStatusChange	TractName	TractNumber	TractSubAreaCode	Type10ActualRent	Type10Baths	Type10Bedrooms	Type10Furnished	Type10GarageAttached	Type10GarageSpaces	Type10ProFormaRent	Type10TotalRent	Type10Units	Type11ActualRent	Type11Baths	Type11Bedrooms	Type11Furnished	Type11GarageAttached	Type11GarageSpaces	Type11ProFormaRent	Type11TotalRent	Type11Units	Type12ActualRent	Type12Baths	Type12Bedrooms	Type12Furnished	Type12GarageAttached	Type12GarageSpaces	Type12ProFormaRent	Type12TotalRent	Type12Units	Type13ActualRent	Type13Baths	Type13Bedrooms	Type13Furnished	Type13GarageAttached	Type13GarageSpaces	Type13ProFormaRent	Type13TotalRent	Type13Units	Type1ActualRent	Type1Baths	Type1Bedrooms	Type1Furnished	Type1GarageAttached	Type1GarageSpaces	Type1ProFormaRent	Type1TotalRent	Type1Units	Type2ActualRent	Type2Baths	Type2Bedrooms	Type2Furnished	Type2GarageAttached	Type2GarageSpaces	Type2ProFormaRent	Type2TotalRent	Type2Units	Type3ActualRent	Type3Baths	Type3Bedrooms	Type3Furnished	Type3GarageAttached	Type3GarageSpaces	Type3ProFormaRent	Type3TotalRent	Type3Units	Type4ActualRent	Type4Baths	Type4Bedrooms	Type4Furnished	Type4GarageAttached	Type4GarageSpaces	Type4ProFormaRent	Type4TotalRent	Type4Units	Type5ActualRent	Type5Baths	Type5Bedrooms	Type5Furnished	Type5GarageAttached	Type5GarageSpaces	Type5ProFormaRent	Type5TotalRent	Type5Units	Type6ActualRent	Type6Baths	Type6Bedrooms	Type6Furnished	Type6GarageAttached	Type6GarageSpaces	Type6ProFormaRent	Type6TotalRent	Type6Units	Type7ActualRent	Type7Baths	Type7Bedrooms	Type7Furnished	Type7GarageAttached	Type7GarageSpaces	Type7ProFormaRent	Type7TotalRent	Type7Units	Type8ActualRent	Type8Baths	Type8Bedrooms	Type8Furnished	Type8GarageAttached	Type8GarageSpaces	Type8ProFormaRent	Type8TotalRent	Type8Units	Type9ActualRent	Type9Baths	Type9Bedrooms	Type9Furnished	Type9GarageAttached	Type9GarageSpaces	Type9ProFormaRent	Type9TotalRent	Type9Units	Utilities	View	ViewYN	VirtualTour	WaterSource	WellDepth	WellGallonsPerMinute	WellPumpHorsepower	WellReportYN	WindowFeatures	YearBuiltSource	Zone
9447630	5003021008		LA	CA	55th	1726	8635	1928	345000	DW15053131		0.109				C34										A				288									2CW	SDW	2	1	8	7	6	8									US	LA	WESTERN		2015-04-09 12:37:42	2015-03-13 00:00:00	0					46								SEE	1																25296				1	1	DW	Jose	Monterroza	YMONTJOS	01276551		BOM						YFFH	First Family Homes		YD	4730	MR		2108	16661	2	2	2		2	2	8635			2		14	NO	0	90062	2725		P	267.44		Great Duplex! Ready for new ownership. Great for First Time Buyers, live in one and rent the other. Front Unit is cozy single with one bath. Back house has has 3 bedrooms and 2 baths. Detached garage, and ample parking space in the gated driveway. Kept in optimal conditions. All  units vacant !!							STD					SC			87740691				A	1290	A			W			ST					2015-04-14 17:00:47	2015-04-08 11:49:07	2015-03-13 14:46:56	2015-04-09 12:37:42		2325																																						606	1.00	0	U	D	1	606	606	1	1500	2.00	3	U	D	1	1500	1500	1																																																																				DIST						ASS	
9447893	0169092060000		REDL	CA	Post	1027	9795	1964	414900	IV15053185		0.237				268									0	A				47									2CW	CRB	2	1	5	3	6	8	ES,HE,SR16	1							US	SB	E Lugonia Ave/ Harland		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47				GN				NO	0	PC,LAM															31200				1	1	IV	GLORIA	MARTINEZ	IGLORIAM	01189195	FEE	PRICECHG	GE,WH	1				IJEFR	BEECHWOOD REALTY		CL	10302	MR		2600	21405	3	3	3		3	1	9795		AS	3	1	17	NO	0	92374	4445	399900		126.49		TRIPLEX. EACH UNIT HAS 2 BEDROOMS 1.75 BATHS AND EACH UNIT IS ALLOWED 1 GARAGE. THIS PROPERTY IS FULLY REHABBED INCLUDING NEW PAINT ,CARPET, LAMINATE FLORING, NEW GRANITE IN KITHEN WITH REMDELED CABINET, NEW WINDOWS AND NEW EXTERIOR PAINT. UNITS ARE FULLY RENTED.PROPERTY IS LOCATED NEAR UNIVERSITY OF REDLAND AND NEAR FREEWAY ACCESS.	CMP	BDDN					STD				0	UNK			87743648				A	3280	A	A					ST					2015-03-31 10:09:59		2015-03-16 16:40:22	2015-03-13 14:13:15		6904																																						900	1.75	2	U	D	1	925	900	1	900	1.75	2	U	D	1	925	900	1	900	1.75	2	U	D	1	925	900	1																																																											DIST						ASS	
9447986	6207010002		SOG	CA	Sequoia	3159	9492	1986	449000	PW15053195		0.131				T4	NO	0								D				47									NCW	SDW	2	2	1	7	6	8									US	LA	Tweedy BLVD/Long Beach BLVD		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47																									2500				1	1	PW	Martin	Cueva	ECUEVMAR	01103656		NEWLIST						PWE120	Advance Realty		PAV	5692	MR		2500	2500	2	3	2		2	1	0			10		10	NO	0	90280	5740			223.49		A must see 2 separate houses one house in the front and one house in the back in a good area in South Gate. #1 unit has 3 bedrooms 2 bath with a 2 car garage, newer carpet in all the bedrooms, newer mirror closet doors. #2 unit has 3 bedroom 1 bath with a 1 car garage. Newer roof and paint. Both tenants have been renting for over 10 years. Rents are low at this time. Both units have inside laundry and are close to stores, schools and parks.							STD					SC			87744162				A	2009	A	A					DR					2015-04-07 22:23:35		2015-03-13 14:44:40	2015-03-13 14:23:06		4936																																						1300	2.00	3	U	A	2	1840	1300	2	1200	1.00	3	U	D	1	1695	1200																																																																					DIST						ASS	
9448461	28420205		BREA	CA	Pine	439	15389	1972	1299000	PW15053275	NO	0.330		FSR,GD,GR,GS,WHU	1	86									0	D	Other (OTHR)			43									NCW	CRB,SUB	2	2	2	3	6	8	CA	1							US	OR	Elm St and State College Blvd		2015-03-18 00:00:00	2015-03-13 00:00:00	0					43				GL			BR,GOOD	FAM	1	CR,HW	CC													55872	57600	FA	1	BTH,FC,CRWN,DBAR,GRNC,SHW,SIT	1	1	PW	Brad	New	PNEWBRAD	01347742		PRICECHG	DINC,ELC,IG,WH,WINC	1		Washer and dryers in the garages.		N858	Vanguard Investment Properties		D1,BY,FY,LS,LX,PAV	14375	MR		4800	42463	2	3	2		2	1	13409		UAS,DCON,GA,FEG,SDG,TODG	6	1	33	NO	0	92821	6644	1399000	H	382.06		Huge price reduction ($100K) for this subject property that is ideally situated in a quiet residential single family neighborhood walking distance to booming downtown Brea amenities which include: Brea Mall, Birch Street Promenade, Regal Theaters, Craig Park and award winning restaurants and schools. This charming property has two spacious three bedroom two bath homes on a huge 14,000 sf lot. The first home is approximately 2000 sf and the second home is approximately 1400 sf. Both homes were renovated in 2004 with updated electrical, copper plumbing, vinyl windows, hardwood flooring, crown molding, roman-style bathtubs with separate shower in master bath (439), kitchen granite counter tops, new kitchen cabinets, and stainless steel appliances. Both units are tenant occupied (month-to-month) with good rents in place. ***See attached property Flyer***	TLE	FAM,LIV,MBD					STD				0	SIS			87749222		NO	0	A	3400	A	B					AV			CB	739B1	2015-04-23 12:39:26	2015-03-15 21:47:23	2015-04-23 12:39:26	2015-03-18 12:44:45		1029																																						2600	2.00	3	U	A	2	2800	2600	1	2200	2.00	3	U	A	2	2400	2200	1																																																																	NE	1		DIST					DPW,SCR	ASS	
9448790	00314111		SA	CA	Spurgeon	1800	67001	1984	2275000	PW15053328		0.213				70										A	Other (OTHR)		4.50	47									1CW	CRB,SDW	9	2	1	7	6	8									US	OR	17th Street & Main Street		2015-03-13 00:00:00	2015-03-13 00:00:00	0		Property is located north of 17th Street & east of Main Street			47																							12.97	170177	175440				1	1	PW	Jay	Skenderian	PSKENJAY	01220368	FEE	NEWLIST						PB8846	Morgan Skenderian		D3	9300	MR		14620	103176	15	14	15		14	1	67001			14		4	NO	0	92706	2861			211.04		Morgan Skenderian is pleased to exclusively present 14 units in the city of Santa Ana. The property has been substantially rehabbed on the exterior as well as a majority of the interiors. The subject property, built in 1984 is a well located property with 14 residential units located north of 17th Street and east of Main Street in the city of Santa Ana, two blocks from the 5 freeway. The subject property consists of (6) 1BR/1BA-Jr.* & (8) 1BR/1BA** units, Patios/Balconies, Covered Parking, Wall A/C, Individual Water Heaters, laundry facilities. *A junior 1BR/1BA unit is legally a studio unit and many have a partition dividing the living area from the bedroom area. **A wall has been added without permit to create a 1BR/1BA.							STD					SIS			87752905				A	10780	A			N			ST					2015-03-24 11:24:22		2015-03-24 11:24:22	2015-03-13 15:49:55		524																																						980	1.00	1	U	D	6	1075	5880	6	1042	1.00	1	U	D	8	1075	8340	8																																																																				DIST						ASS	
9449260	387091023		LKEL	CA	Jamieson	33131	11189	1970	439900	DW15053411		0.133	Paula	GS	1	699	SP,BV	1							0	A				48									2CW	SL	2	1	5	3	6	8	NO	0							US	RI	GRAND AVE		2015-03-12 00:00:00	2015-03-12 00:00:00	0		SEE GOOGLE			48				GS			CH	NO	0	VT	N														40200	NO	0	BTH	1	1	DW	Paula	Montoya	YMONTPAU	01063799		NEWLIST	CM,GAS,IR	1				YEBR	Executive Bankers Realty		AVCS	5772	MR		3350	29038	4	0	4		4	1	11189	TL	UAS	5	1	1	NO	0	92530	1529			122.19			SHN						STD					SIS			87758501		NO	0	A	3600	A	B					ST		RC	TRD	865-H6	2015-03-13 16:42:29		2015-03-13 16:42:29	2015-03-13 16:30:51		1																																						950	1.00	2	U		0	1100	925	1	850	1.00	2	U		0	1100	850	1	800	1.00	1	U		0	950	800	1	750	1.00	1	U		0	950	750	1																																														WMOP	NO	0		DIST						ASS	
9449364	4311013017		LA	CA	National	9503	11000	1947	655000	IN15053435		0.057				C13	NO	0							0	A				190									1CW	CRB,CW,SDW,STM,SL,URB	2	1	3	8											US	LA	National Blvd & Cardiff Ave		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47				GS																					36000				1	1	IN	Alan	Wright	NWRIGALA	01414585		NEWLIST				All appliances.		IN2543	Integrity Residential Solution		D0,AA,AP,PAV,YD	2501	MR		3000	25000	2	1	2		2	2	11000			1		14	NO	0	90034	2819			624.40		This charming duplex is the perfect starter house for a couple looking to supplement their mortgage payment with rental income or a golden opportunity for an investor looking for positive cash flow. The units are move-in ready and well maintained. The property will be delivered vacant to allow you to optimize rents and or make decisions about occupancy. YOU SET THE RENTS! It is located in an ideal neighborhood! The property is being sold as is however, the owner has made improvements to ensure property is 100% compliant with city requirements, the property has passed a detailed property inspection and has a recent termite clearance.							SPAY					SC,SIS			87759180				A	1049	A	A					BL		TK			2015-04-20 19:03:36		2015-03-13 16:52:58	2015-03-13 16:44:20		6786																																						0	1.00	1	U	A	1	3000	0	2																																																																													DIST						ASS	
9449807	42227115		CM	CA	Wallace	1933	41237	1957	2050000	PV15053488		0.420				C2										D	Mesa West (MWST)	Mesa West (MWST)		47									NCW	SUB	2	1	5	3	6	8									US	OR	W. 19th St. & Placentia Ave.		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47																								147828	152400				1	1	PV	Kevin	Apor	VAPORKEV	01277039		NEWLIST	CM	1				V8107	Vista Sotheby's Int'l Realty		AA,FY,LWS,LX	18295	MR		12700	106591	9	3	9		9	1	41237			19		2	NO	0	92627	3402			353.45		1933 Wallace Avenue is a 9-unit apartment building in Costa Mesa, California. Originally built in 1957, the property consists of four buildings and a unit mix of all one bedroom/one bath units. Excellent opportunity for a cash flow or value-add investor to maximize rental income.  Costa Mesa is one of Orange County's leading cultural and business centers. The property is nearby shopping, dining, entertainment, parks and schools. It is also just minutes from prime beaches and has easy access to local freeways. The property is also located in the Mesa West Residential Ownership Urban Plan Overlay Zone which was created to encourage the redevelopment or conversion of existing rental multiple family units to a development of ownership units.The plan allows for potential density bonuses and other incentives.							STD					SC			87765096				A	5800	A	A					AV					2015-03-13 17:33:52		2015-03-13 17:33:52	2015-03-13 17:32:44		612																																						1048	1.00	1	U	A	3	12000	9435	9																																																																													DIST						ASS	
9450065	5177012012		LA	CA	Wabash	2725	0	1927	465000	DW15053533		0.117				BOYH										D				47									NCW	SDW	8	2	1	7	6	8	NO	0							US	LA	N Evergreen Av. /N Indiana St.		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47							GOOD	NO	0	PC,CR,WL															0	WL	1		1	1	DW	Christian	Limon	YLIMOCHR	01182471		PRICECHG	NO	0				YCAB	Century 21 A Better Service		D0,AVCS	5112	MR		0	0	3	0	3	2	3	1	0		UNC	2	1	1	NO	0	90033	2602	479000		254.93		Residential Income property (“Triplex”) priced to sell.  This property is a corner property on Wabash Avenue & Dobinson Avenue with approx. 1824 sq.ft. on a 5,112sqft lot. 2725-2725 1/2 Wabash Ave consist of 2 units 1 bed/1 ba each. 2725 Wabash is tenant occupied, 2725 ½ Wabash Ave, VACANT. 2620 Dobinson Ave consist of 2 beds/ 1 ba, tenant occupied.  Wabash units are completely remodeled in & out. Painted, New Kitchen Cabinets with Granite Counters, Laminate, Tile & Carpet Flooring & much more. Dobinson unit has been kept up to date & freshly painted.  Pride of ownership, property is secured & gated, located in a nice quiet Los Angeles residential area. Must see to appreciate tru residential income property.  Perfect starter property live in one and enjoy the additional income from the other rental units.  Tenants are not to be disturbed under any circumstances.  Subject to interior inspection, vacant unit see private remarks.  Seller very motivated, Agent submit all realistic offers, won’t last long on today’s market!							STD		COD,SD			UNK			87769191				A	1824	A						AV			CNT	635C4	2015-04-02 18:31:07		2015-03-13 18:49:26	2015-03-13 18:21:12		0000																																						1000	1.00	2	U		0	1000	1000	1	850	1.00	1	U		0	850	850	1	0	1.00	1	U		0	0	0	1																																																							WMOP	NO	0		DIST						ASS	
9450213	6068016032		LA	CA	110th	2429	0	2008	310000	MB15053553		0.077				WATT										D				47		PW	Juan	Gonzalez	PJUANGON	01778070	PB6756	United Brokers Realty	NCW	SDW,URB	2	1	5	3	6	8									US	LA	Santa Ana /wilmigton		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47																									3029				1	1	MB	MINERVA	MORENO	M445598	01196169		NEWLIST						9955	UNITED BROKERS REALTY		ARM,ARP,AVHW,YD	3341	MR		3029	0	1	0	1		2	1	0			4		2	NO	0	90059	1413			125.51		Property built in 2008 (per tax assessors) 3 bedrooms 1 1/2 bath each. laundry area..carport for 2 cars Both units  are in  good condition. Perfect for investor or owner occupied. Near by schools, public transportation, walking distance from metro blue line. easy access to Fwy 105th etc.							STD					SC,SIS			87772172				A	2470	A			E			ST					2015-03-14 15:03:17		2015-03-14 15:03:17	2015-03-13 18:44:11		5404																																						1695	2.00	3	U	A	2	1800	1695	1	1334	2.00	3	U		0	1800	1334	1																																																																				DIST						ASS	
9452544	0351113500		COKS	CA	Shady	12519	0	1970	325000	LC15053914		0.340				LCOAK										D				46									NCW	FHL	2	1	8	4	3		WW	1							US	LAK	Hwy20		2015-03-14 00:00:00	2015-03-14 00:00:00	0					46							XLNT,NEW																		0	KER	1		1	1	LC	Robert	Fash	LCrfash	01775266		NEWLIST						LCSLR	Shore Line Realty, Inc.		ARP,AVHW	14810	MR		0	0	3	4	0		2	0	0			10		7	NO	0	95423				135.42		This well maintained property has been updated throughout. Extensive remodeling and new roof installed in 2010. This sale consists of 2 parcels totaling approximately 1/3 acre, masonary building with approximately 2400 sq. ft of space containing 2 residential units and large 2 bay garage with loft and bathroom. The property is fully fenced, turn-key and awaiting a new owner.							STD					SC			87822198				A	2400	A						LN					2015-03-14 15:20:52		2015-03-14 15:20:52	2015-03-14 15:20:20																																								0	3.00	1	U		0	0	0	2																																																																									220W,ELOP,WMOP				DIST						EST	
9452974	5540027007		LA	CA	Kenmore	1158	23534	1919	1349900	DW15053999		0.189				C20										A				46									2CW	SDW	2	8	9	7	6	8	CA	1							US	LA	SANTA MONICA		2015-03-14 00:00:00	2015-03-14 00:00:00	0					46				GS			BR			CR,HW						SOL									40800			BL,GRNC	1	1	DW	Rosalba	Romero	YROMEROS	01140187	FEE	NEWLIST	GAS,OUT,WH	1				YPCC	Berkshire Hathaway Home Srvs		AVCS	8250	MR		40800	37516	3	0	3		3	1	3284			6		23	NO	0	90029	1504			350.62		GREAT INCOME PROPERTY LOCATED IN A HIGHLY DESIRABLE RENTAL AREA. ALL   UNITS UPGRADED and  REMODELED. THE PROPERTY OFFERS A 5 BEDROOM 3 BATHS, OFFICE ROOM AND SMALL LIVING ROOM UPSTAIRS WITH A BALCONY WITH NICE VIEW. NICE CABINETS WITH GRANITE COUNTER TOPS, CENTRAL AIR AND WOOD FLOORS. BACK UNITS ARE A 2 BEDROOM WITH 1.5 BATHS AND 1 BEDROOM WITH A SMALL OFFICE SPACE WITH ONE BATH. THERE IS A LAUNDRY ROOM FOR THE TWO UNITS IN THE BACK, SEPARATE GAS AND ELECTRIC METERS FOR EACH PROPERTY.    FRONT HOUSE WILL BE DELIVERED VACANT. THIS IS A RENT CONTROL AREA GOOD OPPORTUNITY TO STAY UP WITH THE MARKET RENT. PARKING SPACES FOR  THE 3 PROPERTIES AND A STORAGE ROOM. PROPERTY HAS 20+ FRUIT TREES, MANGO AVOCADO, PEACH, LEMON, ORANGE, APPLE ETC. TENANTS ARE NOT AWARE OF THE SALE.	SHN	BNS					STD		AG			SC			87834016				A	3850	A		2	N			AV					2015-03-16 09:17:39		2015-03-16 09:17:39	2015-03-14 18:12:29		2577																																						0	3.00	5	U	D	0	5000	0	1	1900	1.00	2	U	D	0	2000	1900	1	1500	1.00	1	U	D	0	1700	1500	1																																																											DIST						ASS	
9453022	2276005022		SO	CA	Dickens	15017	62231	1965	3500000	SR15054009		0.218				SO										A				46									2CW	VLY	2	2	1	7	6	8	CA	1							US	LA	Sepulveda		2015-03-14 00:00:00	2015-03-14 00:00:00	0					46										CR,LAM															189720	CF,FIR	1	FC,GRNC,LFS,LFT,RECL	1	1	SR	Yelena	Shaposhnik	F210081429	00987668		NEWLIST	IN	1				F2786002	Shapo Performance Group		LN	9496	CN		15810	127507	7	6	6	4	6	7	62231		AS	10	1	6	NO	0	91403	5979			471.70		Gorgeous Completely Redone in 2013 Prime Villa Townhomes South of Ventura Blvd.  All units have been completely redone with high end appliances, fixtures and flooring. Each townhome has a new kitchen with wood cabinetry, granite counter tops, and high end appliances. All units contain in suite washer/dryers and fireplaces. Each townhouse comes with a garage, patios, and amenities only seen in million dollar homes. Tremendous curb appeal. All driveways and private patios have interlock stone, and elegant landscaping. A 4BD+3BA front owners unit has an attached garage.  Each unit is separately metered for water, gas and power.	SHN						STD					SIS			87835784				E	7420	A	B					ST					2015-03-15 22:38:08		2015-03-15 22:21:47	2015-03-14 18:38:03		5822																																						3250	3.00	4	U	A	1		3250	1	3125	2.50	3	U	D	1		3125	1	2575	2.00	3	U		1		2585	1	2260	1.50	2	U	D	1		2260	1	2250	1.50	2	U	D	1		2250	1	2350	1.50	2	U	D	1		2350	1																												WMOP				DIST						SEE	
9453918	431008805101		HAYW	CA	Inyo	22849	13404	1963	455000	SR15054158		0.203														A				48									2CW	SL,URB	9	2	1	7	6	8									US	ALA	Elmwood Ln		2015-03-12 00:00:00	2015-03-12 00:00:00	0					48																									5200				1	1	SR	Augusto	Rodriguez	F207051772	01756986	FEE	NEWLIST						SR0074800	Nick Pacheco Realty		D0	8855	CN		5200	50250	3	3	3		6	3	12750			6		2	NO	0	94541	6221			178.29		Short sale. Nice 3 Units 6 bedrooms + 4 bath, Property in good Condition.							SPAY					SC,SIS			87870126				A	2552	A	A					ST					2015-03-19 14:57:33		2015-03-19 14:57:33	2015-03-15 10:46:09																																								1000	1.00	1	U	A	2	12000	1000	1	1100	1.00	1	U	A	2	13200	1100	2	2000	2.00	2	U	A	2	24000	2000	3																																																											DIST						ASS	
9454250	6022027014		LA	CA	Crocker	7828	0	1938	494999	DW15054203		0.141				C37										D				47									NCW	CRB	2	1	5	3	6	8	NO	0							US	LA	E 79th St		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47																									0				1	1	DW	Sandra	Alvarez	YALVASAN	01101117		PRICECHG						YATR	American Team Properties		D0	6138	MR		0	0	1	3	2		2	1	0			3		8	NO	0	90003	2625	49499		215.59		*** BRAND NEW CONSTRUCTION*** BEAUTIFULLY DONE with new flooring, carpet and tile floors through out the homes~ Granite counter tops in kitchen with wood cabinets~ central heating ~ Agents please bring FHA buyers !! Close to schools and shopping centers.							STD					SC			87873942				A	2296	A	A					ST					2015-04-27 18:34:49		2015-04-27 17:09:50	2015-03-15 12:31:55		4206																																						0	2.00	3	U	D	2	0	0	1	0	1.00	2	U	D	1	0	0	1																																																																				DIST						ASS	
9454533	0441113330000		APPV	CA	Wichita	15856	1560	1982	104900	OC15054242		0.687				APPV										D				48									NCW	SUB	2														US	SB	ZUNI RD		2015-03-12 00:00:00	2015-03-12 00:00:00	0					48							ST	KTC	1																9000				1	1	OC	Tony	Silva	OCSILVGLA	01388576		PRICECHG						J00855	Berkshire Hathaway HomeServic		D0	29922	MR		772	8700	1	1	1		1	1	300			1		5	NO	0	92307	3033	109900		121.98		HUGE PRICE REDUCTION!!!! This  single family home has been updated in the last 2 years and the seller's pride of ownership is apparent from the well kept property with no deferred maintenance and great cash flow. This is the opportunity for the investor who wants well kept homes with great tenants. MOTIVATED SELLER, BRING US AN OFFER TODAY!!!							STD				0	SC			87878247				A	860	A	A	1				RD			CRF		2015-04-22 13:27:17		2015-03-15 14:16:46	2015-03-15 14:15:15		4																																						750	1.00	2	U	A	1	750	750	1																																																																													DIST						ASS	
9454815	5624008020		GD	CA	Linden	1016	19020	1926	1100000	OC15054297		0.178				626									0	A			4.10	45									1CW,NOA,NOB	CRB,SL	2	2	1	7	6	8									US	LA	san fernando/Linden		2015-03-15 00:00:00	2015-03-15 00:00:00	0					45			1	GS			MASN,WI																16.75		5500				1	1	OC	Michael	Lovullo	SLOVUMIC	00840789		NEWLIST						S170	Lantern Bay Realty	49 x 158	D1,LN,LWS	7737	MR		5500	5200	4	3	1	1	4	1	300		AS	4	1	31	NO	0	91201	3427			362.08		Lovely neighborhood in the Foothills of Glendale! One House + 3 one bedroom units on large lot! Live in one and rent the rest or perfect for the investor. Lots of potential here!! All units have separate electric meters!	CMP						STD				0	SC			87886612		NO	0	A	3038	A	A	1				AV					2015-03-15 18:15:50		2015-03-15 17:45:55	2015-03-15 17:42:38		4280																																						0	1.00	3	U		0	2800	0	1	2700	1.00	1	U	D	1	3000	2700	3																																																																	MT	1		DIST						EST	GLR4YY
9454847	3132009008		LNCR	CA	Cedar	44306	0	1952	175000	DW15054307		0.222				LAC									0	D				47									NCW	SDW	2	1	5	3	6	8	EV	1							US	LA	Avenue J		2015-03-13 00:00:00	2015-03-13 00:00:00	0					47																									0	WL	1		1	1	DW	Jaime	Enriquez	YENRIJAI	00950579		NEWLIST						YCRM	Century 21 Realty Masters		D0	9673	MR		0	0	2	2	2		2	1	0			4		1	NO	0	93534	4314			108.02		Nice duplex consisting of 2 - 2 Bedroom units, one bath each.  Detached 2 car garage.  Spacious front  & rear yards, close to schools and stores.	CMP	BDDN					STD					SEPT			87888363				A	1620	A						AV					2015-03-15 18:17:36		2015-03-15 18:17:36	2015-03-15 18:15:48		3132																																						650	1.00	2	U	D	1	800	650	1	750	1.00	2	U	D	1	800	750	1																																																																				DIST						ASS	
9455151	7585033027		TORR	CA	Portola	1012	14250	2015	1095000	PV15054384		0.107		DW,FSR,GD,GO,MW,HOD	1	134	UNK	1							0	D				45									NCW	SUB	2	1	8	3			NO	0							US	LA	Torrance Blvd.		2015-03-15 00:00:00	2015-03-15 00:00:00	0		Torrance Blvd, north to Portola			45				GS,OT			NO	NO	0	WW,CR,ST															57000	FA	1	BTH,CC,CF,COFF,GRNC,RECL,SHW	1	1	PV	Stephen	Haw	VHAWSTE	00808646	FEE	NEWLIST	GE,IG,IK	1				V7946	RE/MAX Estate Properties		AVCS,AA,FY	4659	MR		4750	42750	2	3	2		2	2	14250	GH	CONE,COVP,GAR,REG	3	1	20	NO	0	90501				419.86		A Brand New 2 units on a Lot! The FRONT 2-STORY HOUSE is 1,883 sq ft with 4 Bedrooms and 2 Bathrooms. Originally built in 1921, but extensively and completely rebuilt and expanded in 2015. The BACK UNIT is 725 sq ft with 2 Bedrooms and 1 full Bathroom, which is newly built above garage in 2015 along with the 3-car garage. The FRONT HOUSE is tastefully designed with vaulted ceiling in the living & dining area.  There is an open kitchen with coffered ceiling, granite counter tops, cabinets, stainless steel appliances and laundry hookups. There are 2 bedrooms and 1 bath on the main level. The large separate family room on the main level leads to 2 bedrooms and 1 full bathroom on the 2nd floor.   There is a patio in the front for leisure. The patio door from the family room to outside leads to the detached 2 car garage for the front unit. The BACK UNIT is accessed through a private stairway. It has open floor plan with living room, dining area, kitchen and two bedrooms, one full bath. The back unit also has 1 car garage  with laundry hookup next to the unit. This brand new duplex is good for a large family. Or, your family can live in the main house and rent out the back unit. Or, both units can be rented out as an investment.		FAM,MF,CL					STD				0	SC			87895611		NO	0	B	2608	A	B	2				AV					2015-04-28 18:19:54		2015-03-15 23:04:41	2015-03-15 21:56:35		12345																																						0	2.00	4	U	D	2	3000	0	1	0	1.00	2	U	A	1	1750	0	1																																																																	NE	1	http://www.seetheproperty.com/r/160856	DIST					BLI,DPW,PLS	BLD	
